iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country
ISJ,-86.75,21.266666,MX,Isla Mujeres,NA,airport,small,-6,MMIM,Isla Mujeres,Mexique
SLW,-100.916664,25.55,MX,Plan De Guadalupe Intl,NA,airport,medium,-6,MMIO,Saltillo,Mexique
LZC,-102.21667,18,MX,Lazaro Cardenas,NA,airport,medium,-6,MMLC,Lazard Cardenas,Mexique
LMM,-108.98333,25.816668,MX,Valle Del Fuerte Intl,NA,airport,medium,-7,MMLM,Los Mochis,Mexique
BJX,-101.479,20.985699,MX,Guanajuato Intl,NA,airport,medium,-6,MMLO,Del Bajio,Mexique
LAP,-110.367836,24.076088,MX,General Manuel Marquez De Leon Intl,NA,airport,medium,-7,MMLP,La Paz,Mexique
LTO,-111.35,25.983334,MX,Loreto Intl,NA,airport,medium,-7,MMLT,Loreto,Mexique
MAM,-97.52361,25.770279,MX,General Servando Canales Intl,NA,airport,medium,-6,MMMA,Matamoros,Mexique
MID,-89.66375,20.933823,MX,Licenciado Manuel Crescencio Rejon Int,NA,airport,medium,-6,MMMD,Merida,Mexique
MXL,-115.248215,32.6282,MX,General Rodolfo Sanchez Taboada Intl,NA,airport,medium,-8,MMML,Mexicali,Mexique
MLM,-101.02693,19.84351,MX,General Francisco J Mujica Intl,NA,airport,medium,-6,MMMM,Morelia,Mexique
MTT,-94.51667,17.983334,MX,Minatitlan,NA,airport,medium,-6,MMMT,Minatitlan,Mexique
LOV,-101.416664,26.9,MX,Monclova Intl,NA,airport,medium,-6,MMMV,Monclova,Mexique
MEX,-99.07278,19.435278,MX,Licenciado Benito Juarez Intl,NA,airport,large,-6,MMMX,Mexico,Mexique
MTY,-100.114395,25.77657,MX,General Mariano Escobedo Intl,NA,airport,large,-6,MMMY,Monterrey,Mexique
MZT,-106.27015,23.167315,MX,General Rafael Buelna Intl,NA,airport,medium,-7,MMMZ,Mazatlan,Mexique
NOG,-110.933334,31.333332,MX,Nogales Intl,NA,airport,small,-7,MMNG,Nogales,Mexique
NLD,-99.566666,27.434723,MX,Quetzalcoatl Intl,NA,airport,medium,-6,MMNL,Nuevo Laredo,Mexique
OAX,-96.721634,17.000883,MX,Xoxocotlan Intl,NA,airport,medium,-6,MMOX,Oaxaca,Mexique
PAZ,-97.467224,20.516666,MX,Tajin,NA,airport,medium,-6,MMPA,Poza Rico,Mexique
PBC,-98.3675,19.135,MX,Hermanos Serdan Intl,NA,airport,medium,-6,MMPB,Puebla,Mexique
PCA,,,US,Ingeniero Juan Guillermo Villasana,NA,heliport,null,-6,MMPC,Pachuca,Mexique
PPE,,,MX,Puerto Penasco,NA,closed,null,-7,MMPE,Punta Penasco,Mexique
PDS,-100.53604,28.628948,MX,Piedras Negras Intl,NA,airport,medium,-6,MMPG,Piedras Negras,Mexique
UPN,-102.04722,19.411112,MX,Licenciado Y Gen Ignacio Lopez Rayon,NA,airport,medium,-6,MMPN,Uruapan,Mexique
PVR,-105.24898,20.678297,MX,Licenciado Gustavo Diaz Ordaz Intl,NA,airport,large,-6,MMPR,Puerto Vallarta,Mexique
PXM,-97.083336,15.85,MX,Puerto Escondido Intl,NA,airport,medium,-6,MMPS,Puerto Escondido,Mexique
QRO,-100.38333,20.6,MX,Queretaro Intercontinental,NA,airport,medium,-6,MMQT,Queretaro,Mexique
REX,-98.23,26.0125,MX,General Lucio Blanco Intl,NA,airport,medium,-6,MMRX,Reynosa,Mexique
SJD,-109.717285,23.162354,MX,Los Cabos Intl,NA,airport,large,-7,MMSD,San José del Cabo,Mexique
SLP,-100.936806,22.255466,MX,Ponciano Arriaga Intl,NA,airport,medium,-6,MMSP,San Luis Potosi,Mexique
TRC,-103.39874,25.563066,MX,Torreon Intl,NA,airport,medium,-6,MMTC,Torreon,Mexique
TIJ,-116.97466,32.546284,MX,General Abelardo L Rodriguez Intl,NA,airport,large,-8,MMTJ,Tijuana,Mexique
TAM,-97.87016,22.289082,MX,General Francisco Javier Mina Intl,NA,airport,medium,-6,MMTM,Tampico,Mexique
TSL,-98.75,21.983334,MX,Tamuin,NA,airport,small,-6,MMTN,Tamuin,Mexique
TLC,-99.56049,19.333355,MX,Licenciado Adolfo Lopez Mateos Intl,NA,airport,medium,-6,MMTO,Toluca,Mexique
TAP,-92.25306,14.909722,MX,Tapachula Intl,NA,airport,medium,-6,MMTP,Tapachula,Mexique
CUN,-86.874435,21.040457,MX,Cancun Intl,NA,airport,large,-6,MMUN,Cancun,Mexique
VSA,-92.818985,17.99243,MX,C P A Carlos Rovirosa Intl,NA,airport,medium,-6,MMVA,Villahermosa,Mexique
VER,-96.18321,19.142275,MX,General Heriberto Jara Intl,NA,airport,medium,-6,MMVR,Vera Cruz,Mexique
ZCL,-102.55,22.8,MX,General Leobardo C Ruiz Intl,NA,airport,medium,-6,MMZC,Zacatecas,Mexique
ZIH,-101.464066,17.606783,MX,Ixtapa Zihuatanejo Intl,NA,airport,medium,-6,MMZH,Zihuatanejo,Mexique
ZMM,-102.26667,19.983334,MX,Zamora,NA,airport,small,-6,MMZM,Zamora,Mexique
ZLO,-104.350555,19.113333,MX,Playa De Oro Intl,NA,airport,medium,-6,MMZO,Manzanillo,Mexique
BEF,-83.76861,11.996944,NI,Bluefields,NA,airport,medium,-6,MNBL,Bluefields,Nicaragua
MGA,-86.171265,12.144838,NI,Managua Intl,NA,airport,medium,-6,MNMG,Managua,Nicaragua
PUZ,-83.38361,14.045278,NI,Puerto Cabezas,NA,airport,medium,-6,MNPC,Puerto Cabezas,Nicaragua
BOC,-82.251945,9.34,PA,Bocas Del Toro Intl,NA,airport,medium,-5,MPBO,Bocas del Toro,Panama
CHX,-82.45,9.45,PA,Cap Manuel Nino Intl,NA,airport,medium,-5,MPCH,Changuinola,Panama
DAV,-82.433334,8.383333,PA,Enrique Malek Intl,NA,airport,medium,-5,MPDA,David,Panama
PAC,-79.55561,8.971004,PA,Marcos A Gelabert Intl,NA,airport,medium,-5,MPMG,Panama,Panama
PTY,-79.38764,9.066897,PA,Tocumen Intl,NA,airport,large,-5,MPTO,Panama City,Panama
OTR,-82.933334,8.566667,CR,Coto 47,NA,airport,medium,-5,MRCC,Coto 47,Costa Rica
GLF,-83.18083,8.651389,CR,Golfito,NA,airport,medium,-6,MRGF,Golfito,Costa Rica
LIR,-85.53839,10.600005,CR,Daniel Oduber Quiros Intl,NA,airport,medium,-6,MRLB,Libéria,Costa Rica
LIO,-83.02111,9.955833,CR,Limon Intl,NA,airport,medium,-6,MRLM,Limon,Costa Rica
SJO,-84.20408,9.998238,CR,Juan Santamaria Intl,NA,airport,medium,-6,MROC,San José,Costa Rica
PMZ,-83.46598,8.950836,CR,Palmar Sur,NA,airport,medium,-6,MRPM,Palmar Sur,Costa Rica
XQP,-84.13335,9.439146,CR,La Managua,NA,airport,medium,-6,MRQP,Quepos,Costa Rica
SAL,-89.05723,13.445126,SV,El Salvador Intl,NA,airport,medium,-6,MSLP,San Salvador,El Salvador
CAP,-72.195,19.732779,HT,Cap Haitien Intl,NA,airport,medium,-5,MTCH,Cap-Haïtien,Haïti
PAP,-72.29471,18.575394,HT,Toussaint Louverture Intl,NA,airport,medium,-5,MTPP,Port-au-Prince,Haïti
BCA,-74.5,20.35,CU,Gustavo Rizo,NA,airport,medium,-5,MUBA,Baracoa Playa,Cuba
BYM,-76.65,20.383333,CU,Carlos Manuel De Cespedes,NA,airport,medium,-5,MUBY,Bayamo,Cuba
AVI,-78.79139,22.025,CU,Maximo Gomez,NA,airport,medium,-5,MUCA,Ciego De Avila,Cuba
CFG,-80.41417,22.15,CU,Jaime Gonzalez,NA,airport,medium,-5,MUCF,Cienfuegos,Cuba
CYO,-81.51667,21.616667,CU,Vilo Acuna Intl,NA,airport,medium,-5,MUCL,Cayo Largo del Sur,Cuba
CMW,-77.849724,21.418612,CU,Ignacio Agramonte Intl,NA,airport,medium,-5,MUCM,Camaguey,Cuba
SCU,-75.83583,19.969168,CU,Antonio Maceo Intl,NA,airport,medium,-5,MUCU,Santiago De Cuba,Cuba
GAO,-75.15861,20.084723,CU,Mariana Grajales,NA,airport,medium,-5,MUGT,Guantanamo,Cuba
HAV,-82.40818,22.99845,CU,Jose Marti Intl,NA,airport,large,-5,MUHA,Havane,Cuba
HOG,-76.315,20.785278,CU,Frank Pais Intl,NA,airport,medium,-5,MUHG,Holguin,Cuba
LCL,-83.61667,22.283333,CU,La Coloma,NA,airport,medium,-5,MULM,La Coloma,Cuba
MOA,-74.88333,20.5,CU,Orestes Acosta,NA,airport,medium,-5,MUMO,Moa,Cuba
MZO,-77.12889,20.325,CU,Sierra Maestra,NA,airport,medium,-5,MUMZ,Manzanillo,Cuba
GER,-82.78,21.8375,CU,Rafael Cabrera,NA,airport,medium,-5,MUNG,Nueva Gerona,Cuba
SNU,-79.94194,22.491943,CU,Abel Santamaria,NA,airport,medium,-5,MUSC,Santa Clara,Cuba
VRA,-81.43694,23.039896,CU,Juan Gualberto Gomez Intl,NA,airport,large,-5,MUVR,Varadero,Cuba
VTU,-76.95,20.966667,CU,Hermanos Ameijeiras,NA,airport,medium,-5,MUVT,Las Tunas,Cuba
CYB,-79.87941,19.690191,KY,Gerrard Smith Intl,NA,airport,medium,-5,MWCB,Cayman Barac,Îles Caïmans
GCM,-81.35779,19.29637,KY,Owen Roberts Intl,NA,airport,large,-5,MWCR,Georgetown,Îles Caïmans
ASD,-77.79611,24.697779,BS,Fresh Creek,NA,airport,medium,-5,MYAF,Andros Town,Bahamas
MHH,-77.07712,26.513428,BS,Marsh Harbour,NA,airport,medium,-5,MYAM,Marsh Harbor,Bahamas
SAQ,-78.05,25.05,BS,San Andros,NA,airport,medium,-5,MYAN,San Andros,Bahamas
AXP,-73.96667,22.45,BS,Spring Point,NA,airport,medium,-5,MYAP,Spring Point,Bahamas
TCB,-77.37222,26.735,BS,Treasure Cay,NA,airport,medium,-5,MYAT,Treasure Cay,Bahamas
CCZ,-77.881386,25.4175,BS,Chub Cay,NA,airport,medium,-5,MYBC,Chub Cay,Bahamas
BIM,-79.26399,25.700066,BS,South Bimini,NA,airport,medium,-5,MYBS,Alice Town,Bahamas
GGT,-75.872475,23.564018,BS,Exuma Intl,NA,airport,medium,-5,MYEF,Great Exuma,Bahamas
ELH,-76.68192,25.476917,BS,North Eleuthera,NA,airport,medium,-5,MYEH,North Eleuthera,Bahamas
GHB,-76.32488,25.280489,BS,Governors Harbour,NA,airport,medium,-5,MYEM,Port de gouverneur,Bahamas
RSD,-76.178055,24.891666,BS,Rock Sound,NA,airport,medium,-5,MYER,Rock Sound,Bahamas
FPO,-78.7052,26.547293,BS,Grand Bahama Intl,NA,airport,medium,-5,MYGF,Freeport,Bahamas
IGA,-73.666664,20.983334,BS,Matthew Town,NA,airport,medium,-5,MYIG,Matthew Town,Bahamas
LGI,-75.09055,23.179443,BS,Deadmans Cay,NA,airport,medium,-5,MYLD,Cay Dead Man,Bahamas
SML,-75.26806,23.583332,BS,Stella Maris,NA,airport,medium,-5,MYLS,Stella Maris,Bahamas
MYG,-73.01833,22.376667,BS,Mayaguana,NA,airport,medium,-5,MYMM,Mayaguana,Bahamas
NAS,-77.463776,25.048223,BS,Lynden Pindling Intl,NA,airport,large,-5,MYNN,Nassau,Bahamas
ZSA,-74.53306,24.06,BS,San Salvador,NA,airport,medium,-5,MYSM,Cockburn Town,Bahamas
BZE,-88.308334,17.539167,BZ,Philip S W Goldson Intl,NA,airport,large,-6,MZBZ,Belize City,Belize
AIT,-159.767,-18.829443,CK,Aitutaki,OC,airport,small,-10,NCAI,Aitutaki,Iles Cook
RAR,-159.79852,-21.19992,CK,Rarotonga Intl,OC,airport,medium,-10,NCRG,Avarua,Iles Cook
NAN,177.45161,-17.75327,FJ,Nadi Intl,OC,airport,medium,12,NFFN,Nandi,Fidji
SUV,178.55981,-18.045885,FJ,Nausori Intl,OC,airport,medium,12,NFNA,Nausori,Fidji
TBU,-175.14131,-21.24117,TO,Fua Amotu Intl,OC,airport,medium,13,NFTF,Tongatapu,Tonga
VAV,-173.96436,-18.585537,TO,Vavau Intl,OC,airport,medium,13,NFTV,Vava'u,Tonga
TRW,172.94167,1.358333,KI,Bonriki Intl,OC,airport,medium,12,NGTA,Tarawa,Kiribati
TBF,174.78,-1.231944,KI,Tabiteuea North,OC,airport,medium,12,NGTE,Tabiteuea Nord,Kiribati
MTL,151.55,-32.733334,AU,Maitland Airport,OC,airport,small,10,YMND,Maitland,Australie
WLS,-176.16667,-13.233333,WF,Wallis,OC,airport,medium,12,NLWW,Wallis,Wallis et Futuna
APW,-171.99724,-13.832793,WS,Faleolo Intl,OC,airport,medium,-11,NSFA,Faleolo,Samoa
PPG,-170.6964,-14.326389,AS,Pago Pago Intl,OC,airport,medium,-11,NSTU,Pago Pago,Samoa américaines
RUR,-151.33333,-22.433332,PF,Rurutu,OC,airport,medium,-10,NTAR,Rurutu,Polynésie française
TUB,-149.46666,-23.35,PF,Tubuai,OC,airport,medium,-10,NTAT,Tubuai,Polynésie française
AAA,-145.41667,-17.05,PF,Anaa,OC,airport,medium,-10,NTGA,Anaa,Polynésie française
TIH,-148.2338,-15.118639,PF,Tikehau,OC,airport,medium,-10,NTGC,Tikehau,Polynésie française
REA,-136.4,-18.5,PF,Reao,OC,airport,medium,-10,NTGE,Reao,Polynésie française
FAV,-145.65225,-16.053486,PF,Fakarava,OC,airport,medium,-10,NTGF,Fakarava,Polynésie française
XMH,-146.07051,-14.43795,PF,Manihi,OC,airport,medium,-10,NTGI,Manihi,Polynésie française
GMR,-134.88757,-23.084,PF,Totegegie,OC,airport,medium,-9,NTGJ,Totegegie,Polynésie française
KKR,-146.66667,-15.783333,PF,Kaukura,OC,airport,medium,-10,NTGK,Kaukura Atoll,Polynésie française
MKP,-143.65436,-16.587921,PF,Makemo,OC,airport,medium,-10,NTGM,Makemo,Polynésie française
PKP,-138.96666,-14.75,PF,Puka Puka,OC,airport,medium,-10,NTGP,Puka Puka,Polynésie française
TKP,-145.14166,-15.45,PF,Takapoto,OC,airport,medium,-10,NTGT,Takapoto,Polynésie française
AXR,-146.75,-15.25,PF,Arutua,OC,airport,medium,-10,NTGU,Arutua,Polynésie française
MVT,-148.41667,-14.833333,PF,Mataiva,OC,airport,medium,-10,NTGV,Mataiva,Polynésie française
TKX,-145.0264,-14.457749,PF,Takaroa,OC,airport,medium,-10,NTKR,Takaroa,Polynésie française
NHV,-140.22223,-8.795214,PF,Nuku Hiva,OC,airport,medium,-10,NTMD,Nuku Hiva,Polynésie française
LAF,-86.93361,40.411945,US,Purude University Airport,NA,airport,medium,-5,\\N,Lafayette,Etats-Unis
BOB,-151.75447,-16.446207,PF,Bora Bora,OC,airport,medium,-10,NTTB,Bora Bora,Polynésie française
RGI,-147.65915,-14.956334,PF,Rangiroa,OC,airport,medium,-10,NTTG,Rangiroa,Polynésie française
HUH,-151.02826,-16.689682,PF,Huahine,OC,airport,medium,-10,NTTH,Huahine,Polynésie française
MOZ,-149.76414,-17.490433,PF,Moorea,OC,airport,medium,-10,NTTM,Moorea,Polynésie française
HOI,-140.96529,-18.06248,PF,Hao,OC,airport,medium,-10,NTTO,Hao Island,Polynésie française
MAU,-152.24236,-16.427385,PF,Maupiti,OC,airport,medium,-10,NTTP,Maupiti,Polynésie française
RFP,-151.46666,-16.725004,PF,Raiatea,OC,airport,medium,-10,NTTR,Raiatea Island,Polynésie française
VLI,168.3195,-17.701853,VU,Port Vila Bauerfield,OC,airport,medium,11,NVVV,Port-Vila,Vanuatu
KNQ,164.83778,-21.053333,NC,Kone,OC,airport,medium,11,NWWD,Kone,Nouvelle-Calédonie
KOC,164.41667,-20.5,NC,Koumac,OC,airport,medium,11,NWWK,Koumac,Nouvelle-Calédonie
LIF,167.25,-20.766666,NC,Lifou,OC,airport,medium,11,NWWL,Lifou,Nouvelle-Calédonie
GEA,166.47078,-22.260536,NC,Magenta,OC,airport,medium,11,NWWM,Nouméa,Nouvelle-Calédonie
MEE,168.03609,-21.482311,NC,Mare,OC,airport,medium,11,NWWR,Jument,Nouvelle-Calédonie
TOU,165.25,-20.8,NC,Touho,OC,airport,medium,11,NWWU,Touho,Nouvelle-Calédonie
UVE,166.57198,-20.64242,NC,Ouvea,OC,airport,medium,11,NWWV,Ouvéa,Nouvelle-Calédonie
NOU,166.21611,-22.01639,NC,La Tontouta,OC,airport,medium,11,NWWW,Nouméa,Nouvelle-Calédonie
AKL,174.78352,-37.004787,NZ,Auckland Intl,OC,airport,large,12,NZAA,Auckland,Nouvelle-Zélande
TUO,176.08235,-38.741432,NZ,Taupo,OC,airport,medium,12,NZAP,Taupo,Nouvelle-Zélande
AMZ,174.96666,-37.033333,NZ,Ardmore,OC,airport,medium,12,NZAR,Ardmore,Nouvelle-Zélande
CHC,172.5389,-43.488655,NZ,Christchurch Intl,OC,airport,large,12,NZCH,Christchurch,Nouvelle-Zélande
CHT,-176.35,-43.8,NZ,Chatham Islands,OC,airport,medium,13,NZCI,Chatham Island,Nouvelle-Zélande
DUD,170.19905,-45.92387,NZ,Dunedin,OC,airport,medium,12,NZDN,Dunedin,Nouvelle-Zélande
GIS,177.98228,-38.661934,NZ,Gisborne,OC,airport,medium,12,NZGS,Gisborne,Nouvelle-Zélande
MON,170.13611,-43.766666,NZ,Glentanner,OC,airport,medium,12,NZGT,Glentanner,Nouvelle-Zélande
HKK,170.98346,-42.714912,NZ,Hokitika,OC,airport,medium,12,NZHK,Hokitika,Nouvelle-Zélande
HLZ,175.33603,-37.86622,NZ,Hamilton,OC,airport,medium,12,NZHN,Hamilton,Nouvelle-Zélande
KKE,173.91237,-35.263283,NZ,Kerikeri,OC,airport,medium,12,NZKK,Kerikeri,Nouvelle-Zélande
KAT,173.28542,-35.066284,NZ,Kaitaia,OC,airport,medium,12,NZKT,Kaitaia,Nouvelle-Zélande
ALR,169.36945,-45.21389,NZ,Alexandra,OC,airport,medium,12,NZLX,Alexandra,Nouvelle-Zélande
GTN,170.13611,-43.766666,NZ,Mount Cook,OC,airport,medium,12,NZMC,Mount Cook,Nouvelle-Zélande
TEU,167.7264,-45.419445,NZ,Manapouri,OC,airport,medium,12,NZMO,Manapouri,Nouvelle-Zélande
MRO,175.63333,-40.975,NZ,Masterton,OC,airport,medium,12,NZMS,Masterton,Nouvelle-Zélande
NPL,174.17932,-39.01013,NZ,New Plymouth,OC,airport,medium,12,NZNP,New Plymouth,Nouvelle-Zélande
NSN,173.22498,-41.299976,NZ,Nelson,OC,airport,medium,12,NZNS,Nelson,Nouvelle-Zélande
IVC,168.32175,-46.415432,NZ,Invercargill,OC,airport,medium,12,NZNV,Invercargill,Nouvelle-Zélande
OAM,171.0819,-44.97028,NZ,Oamaru,OC,airport,medium,12,NZOU,Oamaru,Nouvelle-Zélande
PMR,175.62126,-40.323532,NZ,Palmerston North,OC,airport,medium,12,NZPM,Palmerston North,Nouvelle-Zélande
PPQ,174.9876,-40.901638,NZ,Paraparaumu,OC,airport,medium,12,NZPP,Paraparaumu,Nouvelle-Zélande
ZQN,168.7391,-45.022038,NZ,Queenstown,OC,airport,medium,12,NZQN,Queenstown International,Nouvelle-Zélande
ROT,176.31746,-38.10982,NZ,Rotorua,OC,airport,medium,12,NZRO,Rotorua,Nouvelle-Zélande
TRG,176.19772,-37.67093,NZ,Tauranga,OC,airport,medium,12,NZTG,Tauranga,Nouvelle-Zélande
TIU,171.22632,-44.303448,NZ,Timaru,OC,airport,medium,12,NZTU,Timaru,Nouvelle-Zélande
BHE,173.86765,-41.513588,NZ,Woodbourne,OC,airport,medium,12,NZWB,Woodbourne,Nouvelle-Zélande
WKA,169.24425,-44.72336,NZ,Wanaka,OC,airport,medium,12,NZWF,Wanaka,Nouvelle-Zélande
WHK,176.91748,-37.924675,NZ,Whakatane,OC,airport,medium,12,NZWK,Whakatane,Nouvelle-Zélande
WLG,174.81216,-41.329037,NZ,Wellington Intl,OC,airport,large,12,NZWN,Wellington,Nouvelle-Zélande
WRE,174.36403,-35.76742,NZ,Whangarei,OC,airport,medium,12,NZWR,Whangarei,Nouvelle-Zélande
WSZ,171.57858,-41.74002,NZ,Westport,OC,airport,medium,12,NZWS,Westport,Nouvelle-Zélande
WAG,175.02444,-39.960922,NZ,Wanganui,OC,airport,medium,12,NZWU,Wanganui,Nouvelle-Zélande
HEA,62.22599,34.212696,AF,Herat,AS,airport,medium,5,OAHR,Herat,Afghanistan
JAA,70.46667,34.433334,AF,Jalalabad,AS,airport,medium,5,OAJL,Jalalabad,Afghanistan
KBL,69.21152,34.56069,AF,Kabul Intl,AS,airport,medium,5,OAKB,Kaboul,Afghanistan
KDH,65.8475,31.506945,AF,Kandahar,AS,airport,medium,5,OAKN,Kandahar,Afghanistan
MMZ,64.73333,35.916668,AF,Maimana,AS,airport,medium,5,OAMN,Maimama,Afghanistan
MZR,67.20849,36.70919,AF,Mazar I Sharif,AS,airport,medium,5,OAMS,Mazar-i-Sharif,Afghanistan
UND,68.909164,36.660557,AF,Konduz,AS,airport,medium,5,OAUZ,Kunduz,Afghanistan
BAH,50.62605,26.26918,BH,Bahrain Intl,AS,airport,large,3,OBBI,Bahreïn,Bahreïn
AHB,42.657574,18.23429,SA,Abha,AS,airport,medium,3,OEAB,Abha,Arabie Saoudite
HOF,49.48746,25.294783,SA,Al Ahsa,AS,airport,medium,3,OEAH,Al-Ahsa,Arabie Saoudite
ABT,41.64002,20.29401,SA,Al Baha,AS,airport,medium,3,OEBA,El-baha,Arabie Saoudite
BHH,42.618484,19.994509,SA,Bisha,AS,airport,medium,3,OEBH,Bisha,Arabie Saoudite
DMM,49.79778,26.471111,SA,King Fahd Intl,AS,airport,large,3,OEDF,Dammam,Arabie Saoudite
DHA,50.17475,26.39286,SA,King Abdulaziz Ab,AS,airport,large,3,OEDR,Dhahran,Arabie Saoudite
GIZ,42.582344,16.898949,SA,King Abdullah Bin Abdulaziz,AS,airport,medium,3,OEGN,Gizan,Arabie Saoudite
ELQ,43.768177,26.305029,SA,Gassim,AS,airport,medium,3,OEGS,Gassim,Arabie Saoudite
URY,37.275005,31.409622,SA,Guriat,AS,airport,medium,3,OEGT,Guriat,Arabie Saoudite
HAS,41.690483,27.438158,SA,Hail,AS,airport,medium,3,OEHL,Grêle,Arabie Saoudite
JED,39.150578,21.670233,SA,King Abdulaziz Intl,AS,airport,large,3,OEJN,Jeddah,Arabie Saoudite
HBT,45.522972,27.911552,SA,King Khaled Military City,AS,airport,medium,3,OEKK,King Khalid Mil.city,Arabie Saoudite
MED,39.698967,24.544369,SA,Prince Mohammad Bin Abdulaziz,AS,airport,large,3,OEMA,Madinah,Arabie Saoudite
EAM,44.414646,17.613281,SA,Nejran,AS,airport,medium,3,OENG,Nejran,Arabie Saoudite
AQI,46.121315,28.334408,SA,Qaisumah,AS,airport,medium,3,OEPA,Hafr Al Batin-,Arabie Saoudite
RAH,43.488785,29.623463,SA,Rafha,AS,airport,medium,3,OERF,Rafha,Arabie Saoudite
RUH,46.702877,24.95929,SA,King Khaled Intl,AS,airport,large,3,OERK,Riyad,Arabie Saoudite
RAE,41.137115,30.903028,SA,Arar,AS,airport,medium,3,OERR,Arar,Arabie Saoudite
SHW,47.111984,17.46946,SA,Sharurah,AS,airport,medium,3,OESH,Sharurah,Arabie Saoudite
DGE,149.61667,-32.566666,AU,Mudgee Airport,OC,airport,medium,10,YMDG,Mudgee,Australie
SLF,45.61667,20.466667,SA,Sulayel,AS,airport,small,3,OESL,Sulayel,Arabie Saoudite
TUU,36.608288,28.375784,SA,Tabuk,AS,airport,medium,3,OETB,Tabuk,Arabie Saoudite
TIF,40.552685,21.480364,SA,Taif,AS,airport,medium,3,OETF,Taif,Arabie Saoudite
TUI,38.73383,31.68873,SA,Turaif,AS,airport,medium,3,OETR,Turaif,Arabie Saoudite
EJH,36.47481,26.207716,SA,Wejh,AS,airport,medium,3,OEWJ,Wejh,Arabie Saoudite
YNB,38.06302,24.140734,SA,Yenbo,AS,airport,medium,3,OEYN,Yenbo,Arabie Saoudite
ABD,48.226597,30.363905,IR,Abadan,AS,airport,medium,4,OIAA,Abadan,Iran
MRX,49.16722,30.535557,IR,Mahshahr,AS,airport,medium,4,OIAM,Bandar Mahshahr,Iran
AWZ,48.74668,31.34292,IR,Ahwaz,AS,airport,medium,4,OIAW,Ahwaz,Iran
BUZ,50.825424,28.958284,IR,Bushehr,AS,airport,medium,4,OIBB,Bushehr,Iran
KIH,53.972084,26.532276,IR,Kish Island,AS,airport,medium,4,OIBK,Kish Island,Iran
BDH,54.829147,26.529486,IR,Bandar Lengeh,AS,airport,medium,4,OIBL,Bandar Lengeh,Iran
KSH,47.145126,34.355915,IR,Shahid Ashrafi Esfahani,AS,airport,medium,4,OICC,Bakhtaran,Iran
SDG,47.013767,35.251472,IR,Sanandaj,AS,airport,medium,4,OICS,Sanandaj,Iran
RAS,49.619587,37.321815,IR,Rasht,AS,airport,medium,4,OIGG,Rasht,Iran
MIE,-85.39445,40.239723,US,Delaware County Airport,NA,airport,medium,-5,\\N,Muncie,Etats-Unis
THR,51.32187,35.691532,IR,Mehrabad Intl,AS,airport,large,4,OIII,Téhéran,Iran
BND,56.368385,27.21059,IR,Bandar Abbass Intl,AS,airport,medium,4,OIKB,Bandar Abbas,Iran
KER,56.96192,30.258778,IR,Kerman,AS,airport,medium,4,OIKK,Kerman,Iran
XBJ,59.25499,32.89905,IR,Birjand,AS,airport,medium,4,OIMB,Birjand,Iran
WSY,148.75278,-20.502777,AU,Whitsunday Airstrip,OC,airport,small,10,YWHI,Airlie Beach,Australie
RZR,50.68244,36.904625,IR,Ramsar,AS,airport,medium,4,OINR,Ramsar,Iran
SYZ,52.58997,29.54613,IR,Shiraz Shahid Dastghaib Intl,AS,airport,large,4,OISS,Shiraz,Iran
QSA,,,ES,Sabadell Airport,EU,airport,small,1,LELL,Sabadell,Espagne
TBZ,46.244274,38.12285,IR,Tabriz Intl,AS,airport,large,4,OITT,Tabriz,Iran
AZD,54.283264,31.903603,IR,Yazd Shahid Sadooghi,AS,airport,medium,4,OIYY,Yazd,Iran
ZBR,60.379562,25.436478,IR,Chah Bahar,AS,airport,medium,4,OIZC,Chah Bahar,Iran
ZAH,60.90033,29.475756,IR,Zahedan Intl,AS,airport,medium,4,OIZH,Zahedan,Iran
AMM,35.98932,31.722534,JO,Queen Alia Intl,AS,airport,large,2,OJAI,Amman,Jordanie
ADJ,35.98277,31.97533,JO,Marka Intl,AS,airport,medium,2,OJAM,Amman,Jordanie
AQJ,35.02151,29.610073,JO,Aqaba King Hussein Intl,AS,airport,medium,2,OJAQ,Aqaba,Jordanie
OMF,36.25,32.35,JO,King Hussein,AS,airport,small,2,OJMF,Mafraq,Jordanie
KWI,47.971252,29.240116,KW,Kuwait Intl,AS,airport,large,3,OKBK,Koweit,Koweit
BEY,35.49308,33.826073,LB,Rafic Hariri Intl,AS,airport,large,2,OLBA,Beyrouth,Liban
AUH,54.645973,24.426912,AE,Abu Dhabi Intl,AS,airport,large,4,OMAA,Abu Dhabi,Émirats arabes unis
AZI,54.456833,24.4291,AE,Bateen,AS,airport,medium,4,OMAD,Abu Dhabi,Émirats arabes unis
MVA,-16.966667,65.61667,IS,Reykjahlid Airport,EU,airport,small,0,BIRL,Myvatn,Islande
DXB,55.352917,25.248665,AE,Dubai Intl,AS,airport,large,4,OMDB,Dubaï,Émirats arabes unis
FJR,56.330555,25.109444,AE,Fujairah Intl,AS,airport,medium,4,OMFJ,Fujeirah,Émirats arabes unis
RKT,55.943695,25.616198,AE,Ras Al Khaimah Intl,AS,airport,medium,4,OMRK,Ras Al Khaimah,Émirats arabes unis
SHJ,55.52029,25.320873,AE,Sharjah Intl,AS,airport,large,4,OMSJ,Sharjah,Émirats arabes unis
