iata,longitude,latitude,iso,name,continent,type,size,timezone,icao,city,country
BGY,9.698713,45.665314,IT,Bergamo Orio Al Serio,EU,airport,large,1,LIME,Bergamo,Italia
TRN,7.643049,45.191456,IT,Torino,EU,airport,large,1,LIMF,Torino,Italia
ALL,8.216667,44.05,IT,Albenga,EU,airport,medium,1,LIMG,Albenga,Italia
GOA,8.85081,44.415066,IT,Genova Sestri,EU,airport,large,1,LIMJ,Génova,Italia
LIN,9.279157,45.460957,IT,Linate,EU,airport,large,1,LIML,Milán,Italia
PMF,10.295278,44.822224,IT,Parma,EU,airport,medium,1,LIMP,Parma,Italia
QPZ,9.723333,44.913055,IT,Piacenza,EU,airport,medium,1,LIMS,Piacenza,Italia
CUF,7.6175,44.53528,IT,Levaldigi,EU,airport,medium,1,LIMZ,Cuneo,Italia
AVB,12.6,46.033333,IT,Aviano Ab,EU,airport,medium,1,LIPA,Aviano,Italia
BZO,11.330511,46.462444,IT,Bolzano,EU,airport,medium,1,LIPB,Bolzano,Italia
BLQ,11.293289,44.529266,IT,Bologna,EU,airport,large,1,LIPE,Bolonia,Italia
TSF,12.204444,45.655113,IT,Treviso,EU,airport,large,1,LIPH,Treviso,Italia
FRL,12.07076,44.19857,IT,Forli,EU,airport,medium,1,LIPK,Forli,Italia
VBS,10.326545,45.425446,IT,Montichiari,EU,airport,medium,1,LIPO,Brescia,Italia
TRS,13.485678,45.82078,IT,Ronchi Dei Legionari,EU,airport,medium,1,LIPQ,Ronchi De Legionari,Italia
RMI,12.619594,44.022953,IT,Rimini,EU,airport,medium,1,LIPR,Rimini,Italia
VIC,11.55,45.55,IT,Vicenza,EU,airport,medium,1,LIPT,Vicenza,Italia
QPA,11.847903,45.395767,IT,Padova,EU,airport,medium,1,LIPU,Padova,Italia
VRN,10.906796,45.40233,IT,Villafranca,EU,airport,large,1,LIPX,Villafranca,Italia
VCE,12.337947,45.502285,IT,Venezia Tessera,EU,airport,large,1,LIPZ,Venecia,Italia
SAY,11.25,43.25,IT,Ampugnano,EU,airport,medium,1,LIQS,Siena,Italia
CIA,12.590987,41.799065,IT,Ciampino,EU,airport,large,1,LIRA,Roma,Italia
FCO,12.250346,41.794594,IT,Fiumicino,EU,airport,large,1,LIRF,Roma,Italia
EBA,10.240409,42.763103,IT,Marina Di Campo,EU,airport,medium,1,LIRJ,Marina Di Campo,Italia
QLT,12.909019,41.542436,IT,Latina,EU,airport,medium,1,LIRL,Latina,Italia
NAP,14.291667,40.886112,IT,Capodichino,EU,airport,large,1,LIRN,Nápoles,Italia
PSA,10.399915,43.69871,IT,Pisa,EU,airport,large,1,LIRP,Pisa,Italia
FLR,11.201989,43.802128,IT,Firenze,EU,airport,medium,1,LIRQ,Florencia,Italia
GRS,11.070556,42.761944,IT,Grosseto,EU,airport,medium,1,LIRS,Grosseto,Italia
PEG,12.366667,43.13333,IT,Perugia,EU,airport,medium,1,LIRZ,Perugia,Italia
LJU,14.454972,46.23102,SI,Ljubljana,EU,airport,large,1,LJLJ,Ljubljana,Eslovenia
MBX,15.686741,46.4785,SI,Maribor,EU,airport,medium,1,LJMB,Maribor,Eslovenia
POW,13.583333,45.516666,SI,Portoroz,EU,airport,medium,1,LJPZ,Portoroz,Eslovenia
KLV,12.916667,50.2,CZ,Karlovy Vary,EU,airport,medium,1,LKKV,Karlovy Vary,República Checa
OSR,18.121284,49.69552,CZ,Mosnov,EU,airport,medium,1,LKMT,Ostrava,República Checa
PED,15.738611,50.013332,CZ,Pardubice,EU,airport,medium,1,LKPD,Pardubice,República Checa
PRV,17.208332,49.59028,CZ,Prerov,EU,airport,medium,1,LKPO,Prerov,República Checa
PRG,14.266638,50.10619,CZ,Ruzyne,EU,airport,large,1,LKPR,Praga,República Checa
BRQ,16.7,49.15,CZ,Turany,EU,airport,medium,1,LKTB,Brno,República Checa
TLV,34.870743,32.000454,IL,Ben Gurion,AS,airport,large,2,LLBG,Tel-aviv,Israel
BEV,34.8,31.25,IL,Teyman,AS,airport,small,2,LLBS,Beerseba,Israel
ETH,34.95357,29.555616,IL,Eilat,AS,airport,medium,2,LLET,Elat,Israel
HFA,35.044594,32.811466,IL,Haifa,AS,airport,medium,2,LLHA,Haifa,Israel
RPN,35.57111,32.981667,IL,Mahanaim I Ben Yaakov,AS,airport,medium,2,LLIB,Rosh Pina,Israel
VDA,34.9339,29.952015,IL,Ovda,AS,airport,large,2,LLOV,Ovda,Israel
SDV,34.787857,32.104885,IL,Sde Dov,AS,airport,medium,2,LLSD,Tel-aviv,Israel
MLA,14.495401,35.849777,MT,Luqa,EU,airport,large,1,LMML,Malta,Malta
GRZ,15.444928,46.994125,AT,Graz,EU,airport,medium,1,LOWG,Graz,Austria
INN,11.343964,47.260219,GL,Innsbruck,NA,heliport,null,1,LOWI,Innsbruck,Austria
LNZ,14.193345,48.23987,AT,Linz,EU,airport,medium,1,LOWL,Linz,Austria
SZG,12.997331,47.791225,AT,Salzburg,EU,airport,medium,1,LOWS,Salzburgo,Austria
VIE,16.563583,48.11972,AT,Schwechat,EU,airport,large,1,LOWW,Viena,Austria
SMA,-25.1,36.966667,PT,Santa Maria,EU,airport,medium,-1,LPAZ,Santa Maria (isla),Portugal
BGC,-6.75,41.816666,PT,Braganca,EU,airport,medium,0,LPBG,Braganca,Portugal
FLW,-31.15,39.466667,PT,Flores,EU,airport,medium,-1,LPFL,Flores,Portugal
FAO,-7.968545,37.020645,PT,Faro,EU,airport,large,0,LPFR,Faraón,Portugal
GRW,-28.027958,39.090954,PT,Graciosa,EU,airport,medium,-1,LPGR,Isla Graciosa,Portugal
HOR,-28.717222,38.52,PT,Horta,EU,airport,medium,-1,LPHR,Horta,Portugal
TER,-27.08757,38.754074,PT,Lajes,EU,airport,large,-1,LPLA,Lajes (terceira Island),Portugal
PDL,-25.696468,37.743847,PT,Ponta Delgada,EU,airport,large,-1,LPPD,Ponta Delgada,Portugal
PIX,-28.3,38.466667,PT,Pico,EU,airport,medium,-1,LPPI,Pico,Portugal
OPO,-8.670272,41.237774,PT,Porto,EU,airport,large,0,LPPR,Porto,Portugal
PXO,-16.345015,33.070023,PT,Porto Santo,EU,airport,medium,0,LPPS,Porto Santo,Portugal
LIS,-9.128165,38.770042,PT,Lisboa,EU,airport,large,0,LPPT,Lisboa,Portugal
SJZ,-28.16843,38.664616,PT,Sao Jorge,EU,airport,medium,-1,LPSJ,Sao Jorge Island,Portugal
VRL,-7.75,41.3,PT,Vila Real,EU,airport,medium,0,LPVR,Vila Real,Portugal
OMO,17.846666,43.285557,BA,Mostar,EU,airport,medium,1,LQMO,Mostar,Bosnia y Herzegovina
SJJ,18.336065,43.826687,BA,Sarajevo,EU,airport,large,1,LQSA,Sarajevo,Bosnia y Herzegovina
ARW,21.266666,46.183334,RO,Arad,EU,airport,medium,2,LRAR,Arad,Rumania
BCM,26.881945,46.59861,RO,Bacau,EU,airport,medium,2,LRBC,Bacau,Rumania
BAY,23.466667,47.65,RO,Tautii Magheraus,EU,airport,medium,2,LRBM,Baia Mare,Rumania
BBU,26.080996,44.495934,RO,Aurel Vlaicu,EU,airport,medium,2,LRBS,Bucarest,Rumania
CND,28.483334,44.35,RO,Mihail Kogalniceanu,EU,airport,medium,2,LRCK,Constanta,Rumania
CLJ,23.687014,46.782063,RO,Cluj Napoca,EU,airport,medium,2,LRCL,Cluj-Napoca,Rumania
CSB,22.216667,45.416668,RO,Caransebes,EU,airport,medium,2,LRCS,Caransebes,Rumania
CRA,23.886389,44.31889,RO,Craiova,EU,airport,medium,2,LRCV,Craiova,Rumania
IAS,27.616993,47.176987,RO,Iasi,EU,airport,medium,2,LRIA,Iasi,Rumania
OMR,21.903055,47.0275,RO,Oradea,EU,airport,medium,2,LROD,Oradea,Rumania
OTP,26.077063,44.571156,RO,Henri Coanda,EU,airport,large,2,LROP,Bucarest,Rumania
SBZ,24.093529,45.789757,RO,Sibiu,EU,airport,medium,2,LRSB,Sibiu,Rumania
SUJ,22.883333,47.7,RO,Satu Mare,EU,airport,medium,2,LRSM,Satu Mare,Rumania
SCV,26.356112,47.689445,RO,Stefan Cel Mare,EU,airport,medium,2,LRSV,Suceava,Rumania
TCE,28.816668,45.183334,RO,Cataloi,EU,airport,medium,2,LRTC,Tulcea,Rumania
TGM,24.533333,46.533333,RO,Transilvania Targu Mures,EU,airport,medium,2,LRTM,Tirgu Mures,Rumania
TSR,21.32012,45.809925,RO,Traian Vuia,EU,airport,medium,2,LRTR,Timisoara,Rumania
GVA,6.105774,46.229633,CH,Geneve Cointrin,EU,airport,large,1,LSGG,Ginebra,Suiza
SIR,7.333333,46.25,CH,Sion,EU,airport,medium,1,LSGS,Sion,Suiza
LUG,8.966667,46.016666,CH,Lugano,EU,airport,medium,1,LSZA,Lugano,Suiza
BRN,7.50356,46.911728,CH,Bern Belp,EU,airport,medium,1,LSZB,Berna,Suiza
ZRH,8.561746,47.450603,CH,Zurich,EU,airport,large,1,LSZH,Zurich,Suiza
ACH,9.566667,47.483334,CH,St Gallen Altenrhein,EU,airport,medium,1,LSZR,Altenrhein,Suiza
SMV,9.885556,46.53472,CH,Samedan,EU,airport,medium,1,LSZS,Samedan,Suiza
ESB,32.993145,40.11494,TR,Esenboga,AS,airport,large,2,LTAC,Ankara,Pavo
ANK,32.833332,39.983334,TR,Etimesgut,AS,airport,medium,2,LTAD,Ankara,Pavo
ADA,35.29736,36.98503,TR,Adana,AS,airport,large,2,LTAF,Adana,Pavo
AFY,30.6,38.733334,TR,Afyon,AS,airport,medium,2,LTAH,Afyon,Pavo
AYT,30.80135,36.89928,TR,Antalya,AS,airport,large,2,LTAI,Antalya,Pavo
GZT,37.473747,36.944935,TR,Oguzeli,AS,airport,large,2,LTAJ,Gaziantep,Pavo
KYA,32.56222,37.979168,TR,Konya,AS,airport,medium,2,LTAN,Konya,Pavo
MZH,35.533333,40.88333,TR,Merzifon,AS,airport,medium,2,LTAP,Merzifon,Pavo
VAS,36.904167,39.81389,TR,Sivas,AS,airport,medium,2,LTAR,Sivas,Pavo
MLX,38.253613,38.354443,TR,Erhac,AS,airport,medium,2,LTAT,Malatya,Pavo
ASR,35.490707,38.7742,TR,Erkilet,AS,airport,medium,2,LTAU,Kayseri,Pavo
DNZ,29.703333,37.787224,TR,Cardak,AS,airport,medium,2,LTAY,Denizli,Pavo
IST,28.815277,40.976665,TR,Ataturk,EU,airport,large,2,LTBA,Estanbul,Pavo
BZI,27.927778,39.61722,TR,Balikesir,AS,airport,medium,2,LTBF,Balikesir,Pavo
BDM,27.977222,40.318333,TR,Bandirma,AS,airport,medium,2,LTBG,Bandirma,Pavo
ESK,30.582111,39.784138,TR,Eskisehir,AS,airport,medium,2,LTBI,Eskisehir,Pavo
ADB,27.147594,38.294403,TR,Adnan Menderes,AS,airport,large,2,LTBJ,Izmir,Pavo
IGL,27.159445,38.31889,TR,Cigli,AS,airport,medium,2,LTBL,Izmir,Pavo
DLM,28.794546,36.717552,TR,Dalaman,AS,airport,large,2,LTBS,Dalaman,Pavo
BXN,27.667221,37.134724,TR,Imsik,AS,airport,small,2,LTBV,Bodrum,Pavo
EZS,39.291668,38.608334,TR,Elazig,AS,airport,medium,2,LTCA,Elazig,Pavo
DIY,40.20458,37.903873,TR,Diyarbakir,AS,airport,medium,2,LTCC,Diyabakir,Pavo
ERC,39.516945,39.711666,TR,Erzincan,AS,airport,medium,2,LTCD,Erzincan,Pavo
ERZ,41.17361,39.955555,TR,Erzurum,AS,airport,large,2,LTCE,Erzurum,Pavo
TZX,39.78168,40.99419,TR,Trabzon,AS,airport,large,2,LTCG,Trabzon,Pavo
VAN,43.332222,38.45861,TR,Van,AS,airport,medium,2,LTCI,Camioneta,Pavo
BAL,41.083332,37.916668,TR,Batman,AS,airport,medium,2,LTCJ,Ordenanza,Pavo
KIV,28.934967,46.935444,MD,Chisinau Intl,EU,airport,medium,2,LUKK,Chisinau,Moldavia
OHD,20.743055,41.185,MK,Ohrid,EU,airport,medium,1,LWOH,Ohrid,Macedonia
SKP,21.62872,41.95649,MK,Skopje,EU,airport,medium,1,LWSK,Skopje,Macedonia
GIB,-5.349271,36.153763,GI,Gibraltar,EU,airport,medium,1,LXGB,Gibraltar,Gibraltar
BEG,20.306944,44.819443,RS,Beograd,EU,airport,large,1,LYBE,Belgrado,Serbia
INI,21.851667,43.33389,RS,Nis,EU,airport,medium,1,LYNI,Nis,Serbia
TGD,19.246023,42.368023,ME,Podgorica,EU,airport,large,1,LYPG,Podgorica,Montenegro
PRN,21.035557,42.573612,KS,Pristina,EU,airport,large,1,LYPR,Pristina,Serbia
TIV,18.725555,42.40361,ME,Tivat,EU,airport,medium,1,LYTV,Tivat,Montenegro
BTS,17.199799,48.170017,SK,M R Stefanik,EU,airport,large,1,LZIB,Bratislava,Eslovaquia
KSC,21.25,48.666668,SK,Kosice,EU,airport,medium,1,LZKZ,Kosice,Eslovaquia
PZY,17.833332,48.63333,SK,Piestany,EU,airport,medium,1,LZPP,Piestany,Eslovaquia
SLD,19.133333,48.63333,SK,Sliac,EU,airport,medium,1,LZSL,Sliac,Eslovaquia
NCA,-71.98333,21.933332,TC,North Caicos,NA,airport,medium,-5,MBNC,North Caicos,Islas Turcas y Caicos
PLS,-72.26833,21.769167,TC,Providenciales,NA,airport,medium,-5,MBPV,Providenciales,Islas Turcas y Caicos
XSC,-71.529724,21.515833,TC,South Caicos,NA,airport,medium,-5,MBSC,Islas Turcas y Caicos,Islas Turcas y Caicos
EPS,-69.5,19.25,DO,Arroyo Barril Intl,NA,airport,medium,-4,MDAB,Samana,República Dominicana
BRX,-71.11667,18.216667,DO,Maria Montez Intl,NA,airport,medium,-4,MDBH,Barahona,República Dominicana
LRM,-68.9,18.416668,DO,Casa De Campo Intl,NA,airport,medium,-4,MDLR,La Romana,República Dominicana
PUJ,-68.364,18.562477,DO,Punta Cana Intl,NA,airport,medium,-4,MDPC,Punta Cana,República Dominicana
POP,-70.56315,19.754942,DO,Gregorio Luperon Intl,NA,airport,medium,-4,MDPP,Puerto Plata,República Dominicana
SDQ,-69.67674,18.430124,DO,Las Americas Intl,NA,airport,large,-4,MDSD,Santo Domingo,República Dominicana
STI,-70.603355,19.404486,DO,Cibao Intl,NA,airport,small,-4,MDST,Santiago,República Dominicana
CBV,-90.409164,15.471667,GT,Coban,NA,airport,medium,-6,MGCB,Coban,Guatemala
GUA,-90.53068,14.588071,GT,La Aurora,NA,airport,medium,-6,MGGT,Ciudad de Guatemala,Guatemala
LCE,-86.85722,15.740556,HN,Goloson Intl,NA,airport,medium,-6,MHLC,La Ceiba,Honduras
SAP,-87.927795,15.456245,HN,La Mesa Intl,NA,airport,medium,-6,MHLM,San Pedro Sula,Honduras
GJA,-85.90583,16.445,KS,Guanaja,EU,airport,medium,-6,MHNJ,Guanaja,Honduras
RTB,-86.52722,16.318209,HN,Juan Manuel Galvez Intl,NA,airport,medium,-6,MHRO,Roatán,Honduras
TEA,-87.48778,15.771667,HN,Tela,NA,airport,medium,-6,MHTE,Tela,Honduras
TGU,-87.21972,14.060123,HN,Toncontin Intl,NA,airport,medium,-6,MHTG,Tegucigalpa,Honduras
OCJ,-76.96972,18.400557,JM,Boscobel,NA,airport,medium,-5,MKBS,Ocho Ríos,Jamaica
KIN,-76.77816,17.93775,JM,Norman Manley Intl,NA,airport,large,-5,MKJP,Kingston,Jamaica
MBJ,-77.91663,18.498465,JM,Sangster Intl,NA,airport,medium,-5,MKJS,Montego Bay,Jamaica
POT,-76.53555,18.198334,JM,Ken Jones,NA,airport,medium,-5,MKKJ,Port Antonio,Jamaica
KTP,-76.82333,17.9875,JM,Tinson Pen,NA,airport,medium,-5,MKTP,Kingston,Jamaica
ACA,-99.75459,16.762403,MX,General Juan N Alvarez Intl,NA,airport,large,-6,MMAA,Acapulco,México
NTR,-100.316666,25.666668,MX,Del Norte Intl,NA,airport,medium,-6,MMAN,Monterrey,México
AGU,-102.31374,21.701416,MX,Jesus Teran Intl,NA,airport,medium,-6,MMAS,Aguascalientes,México
HUX,-96.23556,15.768333,MX,Bahias De Huatulco Intl,NA,airport,medium,-6,MMBT,Huatulco,México
CVJ,-99.262276,18.834608,MX,General Mariano Matamoros,NA,airport,medium,-6,MMCB,Cuernavaca,México
CME,-91.802734,18.65103,MX,Ciudad Del Carmen Intl,NA,airport,medium,-6,MMCE,Ciudad Del Carmen,México
CUL,-107.46958,24.76643,MX,Culiacan Intl,NA,airport,medium,-7,MMCL,Culiacán,México
CTM,-88.333336,18.481943,MX,Chetumal Intl,NA,airport,medium,-6,MMCM,Chetumal,México
CEN,-109.839165,27.391945,MX,Ciudad Obregon Intl,NA,airport,medium,-7,MMCN,Ciudad Obregón,México
CPE,-90.509445,19.835,MX,Ingeniero Alberto Acuna Ongay Intl,NA,airport,medium,-6,MMCP,Campeche,México
CJS,-106.4361,31.63593,MX,Abraham Gonzalez Intl,NA,airport,medium,-6,MMCS,Ciudad Juárez,México
CUU,-105.96952,28.704048,MX,General R Fierro Villalobos Intl,NA,airport,medium,-6,MMCU,Chihuahua,México
CVM,-98.96528,23.713888,MX,General Pedro Jose Mendez Intl,NA,airport,medium,-6,MMCV,Ciudad Victoria,México
CZM,-86.930466,20.5112,MX,Cozumel Intl,NA,airport,medium,-6,MMCZ,Cozumel,México
DGO,-104.525,24.125,MX,Durango Intl,NA,airport,medium,-6,MMDO,Durango,México
TPQ,-104.9,21.5,MX,Tepic,NA,airport,medium,-6,MMEP,Tepic,México
ESE,-116.61667,31.866667,MX,Ensenada,NA,airport,small,-8,MMES,Ensenada,México
GDL,-103.29921,20.525198,MX,Don Miguel Hidalgo Y Costilla Intl,NA,airport,large,-6,MMGL,Guadalajara,México
GYM,-110.93056,27.955557,MX,General Jose Maria Yanez Intl,NA,airport,medium,-7,MMGM,Guaymas,México
TCN,-97.41778,18.499722,MX,Tehuacan,NA,airport,small,-6,MMHC,Tehuacán,México
HMO,-111.051704,29.089905,MX,General Ignacio P Garcia Intl,NA,airport,large,-7,MMHO,Hermosillo,México
CLQ,-103.65,19.3,MX,Colima,NA,airport,medium,-6,MMIA,Colima,México
ISJ,-86.75,21.266666,MX,Isla Mujeres,NA,airport,small,-6,MMIM,Isla Mujeres,México
SLW,-100.916664,25.55,MX,Plan De Guadalupe Intl,NA,airport,medium,-6,MMIO,Saltillo,México
LZC,-102.21667,18,MX,Lazaro Cardenas,NA,airport,medium,-6,MMLC,Lazard Cardenas,México
LMM,-108.98333,25.816668,MX,Valle Del Fuerte Intl,NA,airport,medium,-7,MMLM,Los Mochis,México
BJX,-101.479,20.985699,MX,Guanajuato Intl,NA,airport,medium,-6,MMLO,Del Bajio,México
LAP,-110.367836,24.076088,MX,General Manuel Marquez De Leon Intl,NA,airport,medium,-7,MMLP,La Paz,México
LTO,-111.35,25.983334,MX,Loreto Intl,NA,airport,medium,-7,MMLT,Loreto,México
MAM,-97.52361,25.770279,MX,General Servando Canales Intl,NA,airport,medium,-6,MMMA,Matamoros,México
MID,-89.66375,20.933823,MX,Licenciado Manuel Crescencio Rejon Int,NA,airport,medium,-6,MMMD,Mérida,México
MXL,-115.248215,32.6282,MX,General Rodolfo Sanchez Taboada Intl,NA,airport,medium,-8,MMML,Mexicali,México
MLM,-101.02693,19.84351,MX,General Francisco J Mujica Intl,NA,airport,medium,-6,MMMM,Morelia,México
MTT,-94.51667,17.983334,MX,Minatitlan,NA,airport,medium,-6,MMMT,Minatitlán,México
LOV,-101.416664,26.9,MX,Monclova Intl,NA,airport,medium,-6,MMMV,Monclova,México
MEX,-99.07278,19.435278,MX,Licenciado Benito Juarez Intl,NA,airport,large,-6,MMMX,Ciudad de México,México
MTY,-100.114395,25.77657,MX,General Mariano Escobedo Intl,NA,airport,large,-6,MMMY,Monterrey,México
MZT,-106.27015,23.167315,MX,General Rafael Buelna Intl,NA,airport,medium,-7,MMMZ,Mazatlán,México
NOG,-110.933334,31.333332,MX,Nogales Intl,NA,airport,small,-7,MMNG,Nogales,México
NLD,-99.566666,27.434723,MX,Quetzalcoatl Intl,NA,airport,medium,-6,MMNL,Nuevo Laredo,México
OAX,-96.721634,17.000883,MX,Xoxocotlan Intl,NA,airport,medium,-6,MMOX,Oaxaca,México
PAZ,-97.467224,20.516666,MX,Tajin,NA,airport,medium,-6,MMPA,Poza Rico,México
PBC,-98.3675,19.135,MX,Hermanos Serdan Intl,NA,airport,medium,-6,MMPB,Puebla,México
PCA,-98.782814,20.0772,US,Ingeniero Juan Guillermo Villasana,NA,heliport,null,-6,MMPC,Pachuca,México
PPE,-113.525728,31.351878,MX,Puerto Penasco,NA,closed,null,-7,MMPE,Punta Peñasco,México
PDS,-100.53604,28.628948,MX,Piedras Negras Intl,NA,airport,medium,-6,MMPG,Piedras Negras,México
UPN,-102.04722,19.411112,MX,Licenciado Y Gen Ignacio Lopez Rayon,NA,airport,medium,-6,MMPN,Uruapan,México
PVR,-105.24898,20.678297,MX,Licenciado Gustavo Diaz Ordaz Intl,NA,airport,large,-6,MMPR,Puerto Vallarta,México
PXM,-97.083336,15.85,MX,Puerto Escondido Intl,NA,airport,medium,-6,MMPS,Puerto Escondido,México
QRO,-100.38333,20.6,MX,Queretaro Intercontinental,NA,airport,medium,-6,MMQT,Querétaro,México
REX,-98.23,26.0125,MX,General Lucio Blanco Intl,NA,airport,medium,-6,MMRX,Reynosa,México
SJD,-109.717285,23.162354,MX,Los Cabos Intl,NA,airport,large,-7,MMSD,San José del Cabo,México
SLP,-100.936806,22.255466,MX,Ponciano Arriaga Intl,NA,airport,medium,-6,MMSP,San Luis Potosí,México
TRC,-103.39874,25.563066,MX,Torreon Intl,NA,airport,medium,-6,MMTC,Torreón,México
TIJ,-116.97466,32.546284,MX,General Abelardo L Rodriguez Intl,NA,airport,large,-8,MMTJ,Tijuana,México
TAM,-97.87016,22.289082,MX,General Francisco Javier Mina Intl,NA,airport,medium,-6,MMTM,Tampico,México
TSL,-98.75,21.983334,MX,Tamuin,NA,airport,small,-6,MMTN,Tamuín,México
TLC,-99.56049,19.333355,MX,Licenciado Adolfo Lopez Mateos Intl,NA,airport,medium,-6,MMTO,Toluca,México
TAP,-92.25306,14.909722,MX,Tapachula Intl,NA,airport,medium,-6,MMTP,Tapachula,México
CUN,-86.874435,21.040457,MX,Cancun Intl,NA,airport,large,-6,MMUN,Cancún,México
VSA,-92.818985,17.99243,MX,C P A Carlos Rovirosa Intl,NA,airport,medium,-6,MMVA,Villahermosa,México
VER,-96.18321,19.142275,MX,General Heriberto Jara Intl,NA,airport,medium,-6,MMVR,Vera Cruz,México
ZCL,-102.55,22.8,MX,General Leobardo C Ruiz Intl,NA,airport,medium,-6,MMZC,Zacatecas,México
ZIH,-101.464066,17.606783,MX,Ixtapa Zihuatanejo Intl,NA,airport,medium,-6,MMZH,Zihuatanejo,México
ZMM,-102.26667,19.983334,MX,Zamora,NA,airport,small,-6,MMZM,Zamora,México
ZLO,-104.350555,19.113333,MX,Playa De Oro Intl,NA,airport,medium,-6,MMZO,Manzanillo,México
BEF,-83.76861,11.996944,NI,Bluefields,NA,airport,medium,-6,MNBL,Bluefields,Nicaragua
MGA,-86.171265,12.144838,NI,Managua Intl,NA,airport,medium,-6,MNMG,Managua,Nicaragua
PUZ,-83.38361,14.045278,NI,Puerto Cabezas,NA,airport,medium,-6,MNPC,Puerto Cabezas,Nicaragua
BOC,-82.251945,9.34,PA,Bocas Del Toro Intl,NA,airport,medium,-5,MPBO,Bocas Del Toro,Panamá
CHX,-82.45,9.45,PA,Cap Manuel Nino Intl,NA,airport,medium,-5,MPCH,Changuinola,Panamá
DAV,-82.433334,8.383333,PA,Enrique Malek Intl,NA,airport,medium,-5,MPDA,David,Panamá
PAC,-79.55561,8.971004,PA,Marcos A Gelabert Intl,NA,airport,medium,-5,MPMG,Panamá,Panamá
PTY,-79.38764,9.066897,PA,Tocumen Intl,NA,airport,large,-5,MPTO,Ciudad de Panamá,Panamá
OTR,-82.933334,8.566667,CR,Coto 47,NA,airport,medium,-5,MRCC,Coto 47,Costa Rica
GLF,-83.18083,8.651389,CR,Golfito,NA,airport,medium,-6,MRGF,Golfito,Costa Rica
LIR,-85.53839,10.600005,CR,Daniel Oduber Quiros Intl,NA,airport,medium,-6,MRLB,Liberia,Costa Rica
LIO,-83.02111,9.955833,CR,Limon Intl,NA,airport,medium,-6,MRLM,Limón,Costa Rica
SJO,-84.20408,9.998238,CR,Juan Santamaria Intl,NA,airport,medium,-6,MROC,San Jose,Costa Rica
PMZ,-83.46598,8.950836,CR,Palmar Sur,NA,airport,medium,-6,MRPM,Palmar Sur,Costa Rica
XQP,-84.13335,9.439146,CR,La Managua,NA,airport,medium,-6,MRQP,Quepos,Costa Rica
SAL,-89.05723,13.445126,SV,El Salvador Intl,NA,airport,medium,-6,MSLP,San Salvador,El Salvador
CAP,-72.195,19.732779,HT,Cap Haitien Intl,NA,airport,medium,-5,MTCH,Cap Haitien,Haití
PAP,-72.29471,18.575394,HT,Toussaint Louverture Intl,NA,airport,medium,-5,MTPP,Port-au-Prince,Haití
BCA,-74.5,20.35,CU,Gustavo Rizo,NA,airport,medium,-5,MUBA,Baracoa Playa,Cuba
BYM,-76.65,20.383333,CU,Carlos Manuel De Cespedes,NA,airport,medium,-5,MUBY,Bayamo,Cuba
AVI,-78.79139,22.025,CU,Maximo Gomez,NA,airport,medium,-5,MUCA,Ciego De Avila,Cuba
CFG,-80.41417,22.15,CU,Jaime Gonzalez,NA,airport,medium,-5,MUCF,Cienfuegos,Cuba
CYO,-81.51667,21.616667,CU,Vilo Acuna Intl,NA,airport,medium,-5,MUCL,Cayo Largo del Sur,Cuba
CMW,-77.849724,21.418612,CU,Ignacio Agramonte Intl,NA,airport,medium,-5,MUCM,Camagüey,Cuba
SCU,-75.83583,19.969168,CU,Antonio Maceo Intl,NA,airport,medium,-5,MUCU,Santiago de Cuba,Cuba
GAO,-75.15861,20.084723,CU,Mariana Grajales,NA,airport,medium,-5,MUGT,Guantánamo,Cuba
HAV,-82.40818,22.99845,CU,Jose Marti Intl,NA,airport,large,-5,MUHA,La Habana,Cuba
HOG,-76.315,20.785278,CU,Frank Pais Intl,NA,airport,medium,-5,MUHG,Holguín,Cuba
LCL,-83.61667,22.283333,CU,La Coloma,NA,airport,medium,-5,MULM,La Coloma,Cuba
MOA,-74.88333,20.5,CU,Orestes Acosta,NA,airport,medium,-5,MUMO,Moa,Cuba
MZO,-77.12889,20.325,CU,Sierra Maestra,NA,airport,medium,-5,MUMZ,Manzanillo,Cuba
GER,-82.78,21.8375,CU,Rafael Cabrera,NA,airport,medium,-5,MUNG,Nueva Gerona,Cuba
SNU,-79.94194,22.491943,CU,Abel Santamaria,NA,airport,medium,-5,MUSC,Santa Clara,Cuba
VRA,-81.43694,23.039896,CU,Juan Gualberto Gomez Intl,NA,airport,large,-5,MUVR,Varadero,Cuba
VTU,-76.95,20.966667,CU,Hermanos Ameijeiras,NA,airport,medium,-5,MUVT,Las Tunas,Cuba
CYB,-79.87941,19.690191,KY,Gerrard Smith Intl,NA,airport,medium,-5,MWCB,Cayman Barac,Islas Caimán
GCM,-81.35779,19.29637,KY,Owen Roberts Intl,NA,airport,large,-5,MWCR,Georgetown,Islas Caimán
ASD,-77.79611,24.697779,BS,Fresh Creek,NA,airport,medium,-5,MYAF,Andros Town,Bahamas
MHH,-77.07712,26.513428,BS,Marsh Harbour,NA,airport,medium,-5,MYAM,Marsh Harbor,Bahamas
SAQ,-78.05,25.05,BS,San Andros,NA,airport,medium,-5,MYAN,San Andros,Bahamas
AXP,-73.96667,22.45,BS,Spring Point,NA,airport,medium,-5,MYAP,Spring Point,Bahamas
TCB,-77.37222,26.735,BS,Treasure Cay,NA,airport,medium,-5,MYAT,Treasure Cay,Bahamas
